time,text,user,followers,city,country
07:54:13,somewhere in this slightly blurry photo the wonderful @RobbJohnson7 is entertaining our sleepy queue expertly...… https://t.co/aM5zVulPZO,residentmusic,14173,Brighton,United Kingdom
07:54:38,"Yaaay, I can finally attend #RSD17 🎶 💙",catherinejebson,591,Leeds,United Kingdom
07:55:16,The anatomy of a queue...#RSD17 #RecordStoreDay @RoughTradeRecs @RoughTrade https://t.co/21Uuu1xIC7,markwhiteman,322,Poplar,United Kingdom
07:55:47,Hiya #RSD17... what is everyone buying today? If your popping into @VoxBoxMusic you can pick up a copy of At Night… https://t.co/ZdtsnZwDgm,jargomusic,73,Uddingston,United Kingdom
07:56:09,Yasss 4am starts ❤️ Thanks @RaptureWitney as always! #RSD17 https://t.co/v0XZoJU67a,clgrv,710,Carterton,United Kingdom
07:56:24,Hope all the people who queued over night for #RSD17 got rained on,coollino,187,Salzburg,Austria
07:58:53,... and that peculiar smell https://t.co/GuF4QL7PE1,mafara,650,Saint Albans,United Kingdom
07:58:58,"Celebrating the UK's independent record shops - Record Store Day #RSD17 @ Manchester, United… https://t.co/vD0s2TPL9a",mcfcmcr,158,Manchester,United Kingdom
07:59:52,⒈ #RSD17⒉ #EarthDay⒊ #RecordStoreDay⒋ #saturdaymorning⒌ MATCH DAY2017/4/22 08:55 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8522,London,United Kingdom
08:00:10,Got all of my wants @southrecordshop this morning.. yay!!  #RSD17 https://t.co/kiaPqzQdse,Purdee,363,Southend-on-Sea,United Kingdom
08:00:17,"All kudos to @SisterRayAce this morning. Super organised, handed out coffees and lemonade, friendly and had a very heavy freebie bag! #RSD17",endaguinan,1761,Islington,United Kingdom
08:00:44,"3/3 Given that, how  #RSD17 helps to promote record shops is beyond me.",JamesPMPhillips,1079,Ilford,United Kingdom
08:00:46,Let the @RSDUK #RSD17 begin @Spinning_Discs #Sheffield - have a great day! https://t.co/GeXNUtGPWv,Spinning_Discs,976,Sheffield,United Kingdom
08:01:12,waiting for @stevie1963 to hopefully get his vinyl selection at Hotrats #Sunderland #rsd2017 #RSD17 https://t.co/fzMJQVRzgF,dianne1967,98,Sunderland,United Kingdom
08:01:55,"Playing at Title Waves, Bandra today with @tejasmenon for Record Store day #RSD17 #rsd2017",Malimanojmusic,712,Mumbai,India
08:02:09,Shamen https://t.co/SuPBpxOmSL,BremnersHeroes,138,Wellington City,New Zealand
08:02:37,#RSD17 just started trending with 12075 tweets. More trends at https://t.co/p8qpEIM5hj #trndnl,trendinaliaDE,9865,Berlín,Alemania
08:02:42,@RSDUK my haul from this morning from @VinylEddie #RSD17 😁 https://t.co/F78Cuy6aKW,XantheMSM,232,York,United Kingdom
08:03:13,Made it. Vinyl lovers out in force @rsduk #rsd17 @ Southsea's Pie and Vinyl https://t.co/WuRfr2tlzH,GeorgieRogers,6242,Portsmouth,United Kingdom
08:03:16,@themusicboxose @recordstoreday pretty happy with my #RSD17 #bowie #placibo #thecure #ocs #u2 #Glastonbury… https://t.co/B8kQc4xY59,BrianDRobertson,449,South East,United Kingdom
08:03:33,The ONLY one I had to get @thecribs cheers @RiseWorcester #RSD17 🤘🏻 https://t.co/VxGMECoB0q,Aliovandertim,385,Worcester,United Kingdom
08:03:59,@BBC_Arena A Few Places Still Left For Today's #Free #RSD17 @RSDUK #Soho #Screening @01zero_one Doors Open 13:00 Screening Starts 14:00,TheMuseumOfSoho,2705,London,United Kingdom
08:04:04,it would be cool if i could finally fall asleep tonight but then I realize I'm heading out in 2 hours for #RSD17 so  ¯\_(ツ)_/¯,scottheisel,8471,Cleveland,United States
08:04:08,RSD17 a morning well spent!! #DavidBowie #iggypop #madonna #bladerunner #thesmiths #placebo #jimmypage… https://t.co/AGor9yUz4r,Purdee,363,Southend-on-Sea,United Kingdom
08:04:36,@RSDUK #RSD17 thanks @RevoRecordsHx got it😁 https://t.co/0KbLNO7zqj,PeteWM1,44,Halifax,United Kingdom
08:04:54,"Happy #RSD17 Music Lovers! Once you've got those records you so desperately wanted, pop into Rayleigh for a nice ne… https://t.co/dJdR5wNPyw",RayleighHiFi,1339,East,United Kingdom
08:05:18,Happy #RSD17 #rsduk check out @unionvinyl in Inverness https://t.co/H1V95KVPYR,netsounds,6002,Scotland,United Kingdom
08:05:30,Happy #RecordStoreDay! Anyone heading in to #Newcastle for some vinyl shopping?? Check out @LongPlayCafeNCL @RPMMusic @beatdownncl #RSD17 🎼,rachmotormouth,4406,North East,United Kingdom
08:05:56,#RSD17 queuing at @DiverseMusic  https://t.co/SIGjqiv5JG,carol_woodford,148,Newport,United Kingdom
08:06:11,My record buying trips to Manchester were some of the happiest days of my youth-then excitedly rushing home to play my new purchases #RSD17,Gingerclaret,1301,Burnley,United Kingdom
08:06:13,Abandoned #rsd17 i refuse to queue like a russian for meat rations to only end up getting a pink deelite picture disc or worse a U2 record,NorthernCrank,426,Leeds,United Kingdom
08:09:37,#rsd17 @ Intense Records https://t.co/5pfjDceU1Z,badschnoodles,572,Chelmsford,United Kingdom
08:10:31,Began queuing for  #RSD17 at 5:30. 4th in line @VoxBoxMusic! Loving the @fredperry record bag and of course my vinyls! 'till next time 👌,LovelyRita90,496,London,United Kingdom
08:10:36,It'd @RSDUK today. Don't forget to pop by Discovery Music Store on Westgate open from 10am #bradford #topoftown #RSD17 @visitBradford,thetopoftownbd1,5874,Bradford,United Kingdom
08:10:36,Get out and support your local record store today ✌🏼 @LongPlayCafeNCL @TyneRecords 🎧 https://t.co/s8V0cIxdTo,Kobadelta,1064,Wallsend,United Kingdom
08:10:52,Happy #RSD17 for those heading to their local stores today 🙂 https://t.co/BBIhd0hpCy,Silken1987,482,Hastings,United Kingdom
08:11:15,Happy #RSD17 @CodaMusic - busy day but thought you'd like this when you get a moment. https://t.co/qN7w6el7KX,andyscargill,612,North West,United Kingdom
08:11:25,"Aww man, wish I was going to this. Get along and witness the awesome @colonel5mustard #RSD17 @LoveMusicGlasgo 🤘 https://t.co/dL74YB8w6u",lindseybecket,223,Newton Mearns,United Kingdom
08:12:26,.@katenash for breakfast thanks to #RSD17 https://t.co/pO197McKzF,stantonkr,1005,Leighton Buzzard,United Kingdom
08:12:38,On my way to #Utrecht for #RSD17 at @weloverevenge!https://t.co/vkdkMw8Sff#RecordStoreDay #RecordStoreDay2017,Sonof8Bits,518,Utrecht,The Netherlands
08:12:58,Record Store Day - a day for overpriced reissues &amp; people who think they'll make money buying stuff &amp; reselling #RSD17 #RecordStoreDay #rsd,generalistjo,2010,Sheffield,United Kingdom
08:13:12,Quality service from @raretradeuk looking after the early birds on#rsd17,Aldobuffs,118,Kilwinning,United Kingdom
08:13:14,Read all about it: https://t.co/d5aSRyp8xS @SeaFoamGreenHQ #RSD17 https://t.co/jByKju3eUk,liverpool_etc,710,Liverpool,United Kingdom
08:13:40,Happy #RSD17 from the queue at @Monorail_Music! https://t.co/xmiby81pHS,Jolloy23,906,Glasgow,United Kingdom
08:13:58,Let's do this #rsd17 @ Brighton https://t.co/yaKJFSAMoo,Jamiehailstone,780,Brighton,United Kingdom
08:14:14,#RSD17 #RecordStoreDay https://t.co/cTp122OwPp,GentseMarteko,1010,Gent,België
08:14:55,British tutting https://t.co/Ls2A6DbaoE,femtobrewster,2493,Lambeth,United Kingdom
08:16:17,@BBC6Music @BBC6MusicNews @PieandVinyl @BanquetRecords Kingston-Upon-Thames #RSD17 #rsd2017 .... I think I've misse… https://t.co/Ns7lqP4cEv,Stephen_Tilney,680,Kingston upon Thames,United Kingdom
08:16:33,Trojan Records _tighten ip vol.2 RSD17 #vinyl #rsd17 #trojanrecords #picturedisc #oltrepiu… https://t.co/SgMgshsajA,marcellovai,56,Chiavari,Italia
08:17:10,"Another year, another successful Record Store Day! Now time for bed 😴 #RSD17",JamesHarvey98,220,Manchester,United Kingdom
08:17:16,"Not only managed to get the #RSD17#vinyl i went out for, i also won fruit at McD's - 9:16 am and the day just keeps… https://t.co/uhac0MBKuR",StephenHowden,385,Yorkshire and The Humber,United Kingdom
08:18:02,"@RSDUK @Relevant_Cambs Definitely worth the early start, and cracking service as usual! #RSD17 #RecordStoreDay https://t.co/3ooBcx9mJg",Scholesy83,144,Little Paxton,United Kingdom
08:18:06,Got some shiny new vinyl from #RSD17? - come &amp; browse our great selection of Turntables from @RegaResearch (we have… https://t.co/s7CcNoDKD4,RayleighHiFi,1339,East,United Kingdom
08:18:06,Let's club together to get a copy @TomSCotton https://t.co/nHB4Z1fN6p,the_clem,412,Hammersmith,United Kingdom
08:19:24,A tweet for anyone else currently stood outside a record shop! Two from the front at Forever Records... #RSD17,BlatherwickIain,65,Nottingham,United Kingdom
08:19:37,⒈ #RSD17⒉ #EarthDay⒊ #RecordStoreDay⒋ #saturdaymorning⒌ MATCH DAY2017/4/22 09:15 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8522,London,United Kingdom
08:20:06,"Very happy to pick up this special edition @REFLEX_CD_VINYL on @RSDUK, it was worth the 2am start 😳#RSD17 #rsd2017… https://t.co/jEV3RCDmGf",rossphilllips,21,Ashington,United Kingdom
08:20:06,It's #RSD17 so  I'm offering all my releases at a 85% discount. Nothing can go wrong.https://t.co/TdJofuyXa9,IanHaygreen,2239,East,United Kingdom
08:20:37,"Got up at 4am so I don't miss #RSD17. Oh wait, no, my kid woke me up at 4am and now I'm missing #RSD17. The joys of being a parent.",Igatron,877,Walthamstow,United Kingdom
08:21:27,Got what we were looking for @TowerDublin #RSD17 #u2 #brucespringseen https://t.co/hiJpG6i6NH,EthanClaffey,40,Kildare,Ireland
08:21:44,Looks like this is going to be a long morning #RSD17 https://t.co/aATz54jS8u,4xac,186,Banquet Records,United Kingdom
08:21:57,OK just seen the queue outside @Crash_Records Maybe not #RSD17,catherinejebson,591,Leeds,United Kingdom
08:22:07,#RSD17 @BanquetRecords have a great day! https://t.co/vHz7hN3qPt,RudyO_HMV,304,Kingston upon Thames,United Kingdom
08:23:08,"@BridportMusic great to meet you just now and buy Beatles, Pink Floyd and Jimmy Page/Black Crowes vinyl - many thanks #RSD17",sheldoncole,144,Bridport,United Kingdom
08:23:25,Just finished playing Side A of @CSAlbumLondon celebrating #RSD17 🎶 RT TO WIN #RecordStoreDay… https://t.co/BS9kdSqWCZ,DanielLiamGlyn,2036,Manchester,United Kingdom
08:23:40,Remember to keep those raffle tickets!! Raffle kicks off at 6:30 tonight and there's some killer prizes if you come… https://t.co/LqOBOMYgOJ,residentmusic,14173,Brighton,United Kingdom
08:24:24,À 18h chez @GibertJoseph Paris ⚡ #skydogs #rsd17 🇫🇷 https://t.co/gZvnsFp2iP,TheSoreLosers,2091,Antwerp,Belgium
08:24:24,@beartreerecords will today be making a very limited physical edition of 'Lodge Hill' available as part of their… https://t.co/9Qjc0wFZdG,apollolaan,445,Christchurch,United Kingdom
08:25:29,"Queuing to get into a record shop for #RSD17. It's like all the fun of a theme park, but for hipsters.",gawuffy,2299,York,United Kingdom
08:26:09,#RSD17 is go. Let's hope I get back in time for my washing to finish.,elliotleaver92,599,Bristol,United Kingdom
08:26:24,Happy Record Store Day #RSD17 @RSDUK. What was your first OCR Album? Mine was the OLC Barnum. Still have it! https://t.co/yzpcx6vgRQ,sundayshowtunes,4977,Whitehill,United Kingdom
08:26:38,#RSD17 nur ein Trend auf dem 5. Platz in Deutschland werden #trndnl https://t.co/Zw31FsFheL,trendinaliaDE,9865,Berlín,Alemania
08:26:49,In the warmth of a good record shop! @S0UNDCLASH @BBC6Music #RSD17 #norwich https://t.co/U05zDZRpYo,Big_Jim_Norwich,361,Norwich,United Kingdom
08:26:57,"Gutted can't make #RSD17 , don't fancy that que though!!!!! https://t.co/S9iFvg3Ow5",bunnyoasis83,166,Norwich,United Kingdom
08:27:13,Rare records and more: https://t.co/zzThf05HEC #RSD17 #RSD2017,cuts_and_volts,321,Bexley,United Kingdom
08:27:41,@antonmomomo we're famous https://t.co/MmmksJUj6Q,_ameliach_,479,Brighton,United Kingdom
08:28:13,À 18h chez @GibertJoseph Paris ⚡ #skydogs #rsd17 #disquaireday 🇫🇷 https://t.co/R2HMa5UF7M,TheSoreLosers,2091,Antwerp,Belgium
08:28:20,"If you're in the humongous queues this #RSD17 just to get cool free stuff or a ""vinyl for your wall"" like the kid in front of me, go home.",catherinejebson,591,Leeds,United Kingdom
08:28:37,"My timeline is full of sold out announcements for records I know I didn't want. #RSD17 Your local indie store is for life, not just #RSD",markinhants,151,Wrotham,United Kingdom
08:29:13,No wonder they're making us queue to get in to @RoughTrade for @RSDUK as its smaller than I remember (see photo bel… https://t.co/sthC0gSHAH,rollin_tim,152,Nottingham,United Kingdom
08:29:16,I spent my morning in the freezing cold to eventually get into @jgwindows and pick up some #RSD17 goodies. https://t.co/8MSCVXSk5d,Merely_Chris,1665,Newcastle Upon Tyne,United Kingdom
08:29:29,The @DimitriParis edits for @salsoulrecords 👌🏻#RSD17,__ryanharris,183,Winchester,United Kingdom
08:30:22,"It's record store day, so here's a few highlights of my collection.... #RSD17 https://t.co/kcPkgefLaR",RoscoDukes31,570,Swindon,United Kingdom
08:30:25,My #RSD17 haul! #crackofdawn #leftwithoutwaking #firstinqueue #vinylrecords https://t.co/7DmkA9AEIN,ThePaulCherrill,194,Exmouth,United Kingdom
08:30:32,New! 3.33 - 4 trks of drone/dark ambient/soundscapes with some tunes also. Today only it's name your price #RSD17.https://t.co/7i788Mz85m,IanHaygreen,2239,East,United Kingdom
08:30:42,#RSD17 just don't get it....my phone holds as many songs as one of my bedrooms would if they were on vinyl....better sound too? Enlighten me,cmoseswilliams,28,Fleetwood,United Kingdom
08:32:00,Yet again Plymouth failing on @RSDUK by not having any outlets involved 😖 #RSD17,paul_mcdonnell1,1029,Plympton,United Kingdom
08:32:28,Today is #RSD17 Did you pick up anything nice? https://t.co/rfRXziGjY2,BrianEDempsey,220,Dun Laoghaire-Rathdown,Ireland
08:33:07,Sending special love to the fine folks at @musicmaniastoke @StrandRecords &amp; @Ignite_Brum and wish them a tremendously successful day #RSD17,oddrt,463,Newquay,United Kingdom
08:33:20,"The record shop is operating a one out, one in queue for #RSD17. Whenever anyone leaves, there's a quiet, excited shuffle towards the door.",gawuffy,2299,York,United Kingdom
08:33:42,Matt got me pink Courteeners record yayyyyy #RSD17,kelly_paffett,482,Portsmouth,United Kingdom
08:34:15,Queuing banter. #RSD17 @BanquetRecords https://t.co/ueSP45tOrr,gj66dylan,49,Banquet Records,United Kingdom
08:35:00,🙌 https://t.co/OlMxjsgsAI,kenmiryam,4817,Mataram,Indonesia
08:35:26,"Happy 10th Record store day everyone, still remember my first vinyl purchase - limited edition Pink Floyd #RSD17",lee_wilkinson2,3443,Yorkshire and The Humber,United Kingdom
08:36:09,Good god #peppapig is dreadful. Think I'll put on something more educational. Like goodfellas or The Godfather #SaturdayKitchen #RSD17,BenMiff,237,Bottesford,United Kingdom
08:36:26,Left in tears after @bugvinylrecords screwed up their #RSD17 system,abbie2872,24,Yorkshire and The Humber,United Kingdom
08:37:25,It's @recordstoreday today so why not visit Totnes's own @driftrecordshop We'll try &amp; pop up later (sorry to pinch… https://t.co/esru7tlvSS,CWhitesAntiques,248,Totnes,United Kingdom
08:38:54,"Fleetwood Mac Mirage GONE, Toto, gone 🙃#RSD17 sad times",TinkaTayla,579,Hackney,United Kingdom
08:39:35,⒈ #RSD17⒉ #EarthDay⒊ #saturdaymorning⒋ Michele Scarponi⒌ #marchforscience2017/4/22 09:30 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8522,London,United Kingdom
08:40:07,I spent more than ever on @RSDUK releases this year by oh my am I going home with some amazing wax! This is my Christmas #RSD17,TomLoveMusician,320,Cheltenham,United Kingdom
08:40:37,"Successful haul from #RSD17 only missed out on copper blue and Ramones boxset. Got me some sweet Bowie/s, Floyd, Toto, Lou Reed #vinyl",doodledude,89,Truro,United Kingdom
08:40:53,"Woman to us in #RSD17 Q:""What's this for?""""Records.""""Oh, I've got a box of them at home""NOT GONNA HAVE THE NEW STEVIE NICKS THO ARE YOU?",babbit_janeway,1093,Bexhill,United Kingdom
08:41:32,In de wachtrij... maar het heeft wat opgeleverd!🙌 Ajax? Nee... #RSD17,kennymcgizzle,767,Amsterdam,The Netherlands
08:42:05,Delighted with the #RSD17 haul @mccreesj bought me. 💋😃 https://t.co/rS8rkdsYQd,DarthKite,155,Dublin City,Ireland
08:42:17,3am!!! As I slowly get my arse in gear I wonder what the queue will be like now. #RSD17 https://t.co/x0NrRGjnqe,scotthortop,233,Brighton,United Kingdom
08:43:29,Happy Record Store Day #RSD17 https://t.co/7Xxs1Il0ib,PeterWanless,7098,South East,United Kingdom
08:43:47,Happy Hunting Everyone! #rsd2017 #RSD17 💿🎶🎵,5particle,332,United Kingdom,United Kingdom
08:43:49,"Go and support your local record store, we will be.  Many will have live music too! #RSD17 https://t.co/M48sjSw8Qr",22O5promotions,497,East Grinstead,United Kingdom
08:45:39,Can't wait to play this @springsteen @gwtallent @StevieVanZandt #RSD17 https://t.co/v80RiPV4t2,paullindley1975,75,Wales,United Kingdom
08:45:41,All time favourite https://t.co/jGG5CrZdGa,ChloBrakko,78,Newcastle-under-Lyme,United Kingdom
08:46:25,Got one of these bad boys to carry back my haul! #RSD17 https://t.co/ibEG0Q33v0,TomLoveMusician,320,Cheltenham,United Kingdom
08:46:31,Oh you clever bugger :) https://t.co/3EajxuvnZb,TheSiDawson,587,Poplar,United Kingdom
08:46:37,Well worth a visit this place is. Great place ran by good people 👍 https://t.co/KY0QhJWht6,ThatDavie,812,Irvine,United Kingdom
08:47:10,Don't miss @weddingwhatever play @PiccadillyRecs @RSDUK party at @common_bar in Manchester at 6pm #RSD17 https://t.co/1GLHYKv2gz,clementinelaura,282,Manchester,United Kingdom
08:48:01,Doesn't matter what the hashtag is #RSD17 #RecordStoreDay #recordstoreday2017 Ralph has a #Pooh for it... https://t.co/77av49Eiqa,fruitbatwalton,13389,Saint Helens,United Kingdom
08:48:02,"A lot of #RSD17 anxiety for me, in a big queue and know they only have 1 @thecribs release 😱",Healey17,338,Romsey,United Kingdom
08:48:09,"@3BRecords_ then tells me that ""wells that's record store day"" - I know where I won't be shopping!! #RSD17 #FAIL",rynwat,73,Liverpool,United Kingdom
08:48:23,"Dear Young People, please note that it's #RecordStoreDay &amp; not #VinylsStoreDay Thank you #RSD17",JonathanMeres,2769,Edinburgh,United Kingdom
08:48:24,#RSD17 #RecordStoreDay #Dungarvan #BenONeillMusicShop https://t.co/7uR0GOpXAz,BenONeillRecord,987,Waterford,Ireland
08:48:42,In the queue at my local record shop @Soda_altrincham... the anticipation is killing us! #RSD17 #Vinyl #LetUsIn,QV_Bee,27,Sale,United Kingdom
08:48:47,Bowie and Beatles RSD boomage #RSD17 https://t.co/ZVxeD9ZkbM,K1nca1de,50,Clacton-on-Sea,United Kingdom
08:49:07,"When l was at college this store was only a train ride away. Jungle Brothers, A Tribe Called Quest...all purchased… https://t.co/I0Xbrqlrb6",martinrblow,231,Boston,United Kingdom
08:50:13,Back in the swing of all night queuing for #RSD17 #recordstoreday after a year off as this time last year I was in hospital 👍🏻    #rusty,DavidGBarker,139,United Kingdom,United Kingdom
08:50:46,@3BRecords_ turns out that there wasn't any stock after all.... #RSD17 #FAIL,rynwat,73,Liverpool,United Kingdom
08:50:51,"#RSD17, you ready @musicmaniastoke? We're on our way! #nowplaying @WillJosephCook Treat Me Like A Lover… https://t.co/OlViWsV96d",_AshLightfoot,349,Stoke-on-Trent,United Kingdom
08:51:41,Happy Record Store Day everyone. My town won't be joining in because it doesn't have any. It once had 3. #RSD17 https://t.co/TRMp0oriC8,barcygnusx1,126,Barry,United Kingdom
08:54:09,Me and Zach very happy. Thanks to @Spinning_Discs for such a pleasant experience - excited to listen to these… https://t.co/oNLsy83Gz6,Katey5678,2574,Sheffield,United Kingdom
08:54:11,Record Store Day eens een keer niet hoeven overslaan. De vangst van nummer 33... ☺ #rsd17 https://t.co/GEghDyeDvO,HeinoooO,312,Eindhoven,Nederland
08:54:20,Almost there #RSD17 @BanquetRSDfeed https://t.co/sang4ZERuc,nuxnix,2247,Kingston upon Thames,United Kingdom
08:55:15,#RSD17 in Streatham at local record store @sferauk 🙌🏼🎶🎼🎷 https://t.co/2OcUycjUL8,BriannaBirds,922,Lambeth,United Kingdom
08:55:28,The best day of the year! https://t.co/iwcNtDlvvt,grandpajoe_dj,341,Minneapolis,United States
08:55:55,Nowhere in York has the #RSD17 Fawlty Towers picture disc. Bah. https://t.co/24yUGIbnar,gawuffy,2299,York,United Kingdom
08:57:54,3 mins to go...🤞🏼#RSD17,KJ_TheSmiths,345,Coventry,United Kingdom
08:57:55,Very happy with my #rsd17 tunes from @unionvinyl in Inverness. Lovely wee independent shop and… https://t.co/OH0YS6RD1S,SquirkRodent,630,Inverness,United Kingdom
08:58:23,Queue's eased off a little now. #rsd17 @ Hot Salvation Records https://t.co/5WkMhH025V,hotsalvation,1194,Folkestone,United Kingdom
08:58:30,Happy #RecordStoreDay #Brighton #rsd17 https://t.co/wBW6cDMBGS,Surfgalsussex,1372,Hove,United Kingdom
08:58:44,@JohnKennedy my twitter feed this morning is all populated by your retweets on #RSD17. I miss your face. Hope you are well Mr. xx,emilebernarduk,400,Berlin,Germany
08:58:49,"To celebrate #RecordStoreDay we've designed a #PosterittyStyle album sleeve quiz, can you name the band/artist and… https://t.co/hlkadqRW7C",posteritty,7464,England,United Kingdom
08:58:58,https://t.co/9yiPOdD4sj #RSD17 Happy Record Store Day everyone,chriscucinare,93,Hull,United Kingdom
08:59:15,Happy #RSD17 we'll be joining the revellers @Oportobar spinning our favourite finds with special guests from… https://t.co/nXgLuqXZiZ,DeadYoung,3436,Leeds,United Kingdom
08:59:35,⒈ #RSD17⒉ #EarthDay⒊ #RecordStoreDay⒋ Michele Scarponi⒌ #marchforscience2017/4/22 09:55 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8522,London,United Kingdom
08:59:52,@HighHazels play at 6pm at Wah Wah's in Sheffield for @Spinning_Discs #RSD17 🎉 https://t.co/RBlK0N2CYV,clementinelaura,282,Manchester,United Kingdom
09:00:02,Happy #RSD17 everyone. Some real gems out there. Particular the Warner catalogue gems. Like the Yes picturedisc.,ChopperPhillips,1470,Poplar,United Kingdom
09:00:03,Celebrating Record Store Day? We have a great selection of vinyl to offer       you. Open until 6pm✌🏻 #RSD17 #vinyl… https://t.co/WEhomh2ml6,PG_Edinburgh,1015,Edinburgh,United Kingdom
09:00:14,@WhisperingBob https://t.co/xh9PgbTgJ9,SLRRHODES,722,Skipton,United Kingdom
09:01:15,Delighted that I managed to grab copies of these two #RSD17 releases. @HundredRecs @OfficialSting @eltonofficial,mikechildmusic,74,Eastleigh,United Kingdom
09:01:25,Success. #RSD17 @ Piccadilly Records https://t.co/kwIrGguK4V,joncoledalton,424,Manchester,United Kingdom
09:01:47,Celebrating Record Store Day? We have a great selection of vinyl to offer. Open until 6pm✌🏻 #RSD17 #vinyl #tunes… https://t.co/lr8YKer27c,PG_Edinburgh,1015,Edinburgh,United Kingdom
09:01:53,Our haul #rsd17 @ Howards Penthouse Grove Road https://t.co/1QUCsB8r3c,justinhoward6,909,Norwich,United Kingdom
09:01:54,#RSD17 on https://t.co/0fpogY63pB#No1 - @FeralFive#TrackOfTheDay - @fondofrudy#VideoOfTheWeek - @JUXTAmusicUK… https://t.co/Bzm6s10ILi,fruitbatwalton,13389,Saint Helens,United Kingdom
09:02:01,Sorted #RSD17 https://t.co/xbNvaoYNSK,the_HYPE_2010,45,Louth,United Kingdom
09:02:04,Delighted that I managed to grab copies of these two #RSD17 releases. @HundredRecs @OfficialSting @eltonofficial https://t.co/fKCdlluLC9,mikechildmusic,74,Eastleigh,United Kingdom
09:02:29,"Happy #RSD17 everyone, remember, record stores are for all year round - not just for #RSD",Rich_Fog,810,Bristol,United Kingdom
09:03:23,On the air on #breakfast on @SparkSunderland till midday! Talking #RSD17 and all the bits inbetween! Tune in online https://t.co/Nkc3qeH3Ud!,davie576,80,Sunderland,United Kingdom
09:03:33,Happy #RecordStoreDay!@RoughTrade @RoughTradeRecs #RSD17 https://t.co/Cflz5waBYR,markwhiteman,322,Poplar,United Kingdom
09:03:49,"@DavidsMusicLGC It's my booty haul, It's my booty haul! Thanks @DavidsMusicLGC staff and queue loonies. Now for bre… https://t.co/4glOqyKK5p",RoffeyDave,90,Shefford,United Kingdom
09:04:06,"vinyl out today for #RSD17 ""at all good record shops now!"" https://t.co/PIHSBQNcrz",stephenbudd,6984,Camden Town,United Kingdom
09:04:20,@DavidsMusicLGC True! But don't forget that record stores are for life not just for #RSD17 Have a good day 😎,Plastic_Dracula,165,Birchanger,United Kingdom
09:04:36,Very successful #recordstoreday 👌🏽😄 #rsd17 @ Rough Trade https://t.co/34rPALsLYj,DavidHerriotts,227,Poplar,United Kingdom
09:04:47,@3BRecords_ the whole ethos of @RSDUK was lost and now the stock in other shops has gone too. #RSD17 #RSDFAIL,rynwat,73,Liverpool,United Kingdom
09:04:54,Today is the 10th year of #RecordStoreDay why not Pop in and get yourself a new turntable from #Maplin #livingston… https://t.co/VlMTqa6tid,Maplin_LVG,844,Maplin Electronics,United Kingdom
09:05:27,What was the last record you played? This classic was on my turntable from last time. #RecordStoreDay2017… https://t.co/2ip3qT053l,JoolzGuides,260,City of London,United Kingdom
09:05:28,Can't wait to see this one later as part of @VoxBoxMusic #RSD17 too. Cheers @VoxBoxMusic driving from Newcastle is… https://t.co/D00WVmxA3o,LilVik,1486,Edinburgh,United Kingdom
09:06:12,@jonathon_247 @Byrne07Byrne @AndyLittle15 @SpaceLordMF1 @kofiware @StarBarBrown @PhilAlexanderUK Here it is courtes… https://t.co/0hQ4o2DhOL,Nuttymanuk,335,Pean Hill,United Kingdom
09:07:21,The BEST record store! thanks as always guy's https://t.co/2ROPYPgnfy,Thirty3forty5,449,Paisley,United Kingdom
09:07:42,Can't wait to see this one later as part of @VoxBoxMusic #RSD17 too. Cheers VoxBo driving from Newcastle is gna be… https://t.co/PpcFSSjWIJ,LilVik,1486,Edinburgh,United Kingdom
09:08:40,Travelled down to @transmissionwax in #Margate for @RSDUK! #RSD17 #rsd2017 https://t.co/jCasbTi9cV,TheDukeMitchell,1892,Margate,United Kingdom
09:08:59,Great stuff as always from @recordshopman and team @SisterRayStore.  Makes getting up at 1am worth it!  Thanks to the team #rsd17,davidhold,1409,London,United Kingdom
09:09:16,Today's RSD17 was huge success for me - lost my crown of first in queue but got all I wanted :) thank you @TruckMusicStore for being so cool,RideTheNetwork,2805,Oxford,United Kingdom
09:09:22,Worth getting up early for. Now back home to get warm again #RSD17 https://t.co/upDPfgbDHg,phavenhand,101,Renishaw,United Kingdom
09:09:24,Great scenes for @RSDUK at @residentmusic this morning... one person had queued for 18 hours to beat the rush!… https://t.co/YDmFTRsU5S,jamiemacphotos,292,Brighton,United Kingdom
09:09:31,Price drops on Ion Record players. #RecordStoreDay. Come on in and speak to Andy for the right set up. #RSD17 @RSDUK https://t.co/Udv9o9kT6W,Maplin_Ayr,202,Maplin,United Kingdom
09:10:00,@Monorail_Music still have The The? #RSD17,justsper,87,Glasgow,United Kingdom
09:10:24,❤️😍😍😍 https://t.co/ITv1EGwbnW,4ndy_sp3x,1557,West Bromwich,United Kingdom
09:10:29,"To celebrate #RecordStoreDay we've designed a #PosterittyStyle album sleeve quiz, can you name the band/artist and… https://t.co/vlYSJmyTGo",posteritty,7464,England,United Kingdom
09:12:51,@GlastoFest @oxfamgb @recordstoreday #RSD17 great compilation album. @themusicboxose did a great job this morning. https://t.co/JdYyXWPJnw,BrianDRobertson,449,Cholsey,United Kingdom
